generation_index,source_sample_id,source_image_path,source_label_path,source_image_sha256,source_label_sha256,source_split,is_negative,anchor_class,class_ids,prompt,seed,width,height,num_inference_steps,guidance_scale,scheduler,base_output_filename,rgda_output_filename,rgda_checkpoint_sha256
305,formal_train_0794,,,9b69cf2b88336f8a18802ad96639fe6f6fdcb720a2076cb3b32960dc484f6add,86b5ea0330bd039ca30639256ede8d7f674a40c6a10bc1c6c30f526fb759ec6d,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600305,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0305_formal_train_0794.png,sd3rgda_0305_formal_train_0794.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
306,formal_train_0795,,,df4cf1775e922e46801133e239cf6d3559a44284e9c1a53d44cbd9c957a46b41,d80fe4ca67e9430b335634f73504d580043b8672387db0906048f82a708aca2a,train,false,D00,,a Czech road surface with longitudinal crack damage,202600306,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0306_formal_train_0795.png,sd3rgda_0306_formal_train_0795.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
307,formal_train_0796,,,0b225cd2177671b97cf009c2236edf1ec7cf4882190e571fe5ea53940b00daf0,fbe6f5577fc0568c2b157ba2884638c4ecc0956f8f2fc8c7b9999ab1806c791a,train,false,D20,,a Czech road surface with alligator crack damage,202600307,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0307_formal_train_0796.png,sd3rgda_0307_formal_train_0796.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
308,formal_train_0798,,,18a9820ecde4d64508af501c70d663b101dbf471adaf444cff1ffd9c003b35eb,b49d15c1646ac8d4f500b05417b934ea09d52abe2a896ecedd3a1fa906402caa,train,false,D00,,a Czech road surface with longitudinal crack damage,202600308,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0308_formal_train_0798.png,sd3rgda_0308_formal_train_0798.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
309,formal_train_0802,,,14f65d5ebe56facc6aebe11e722fa86505e97bdbcd40bac0319eaa63e45bd486,0921ea0acf745468d0a4202d23e48ab5834eb958e103f182760371358ba2e645,train,false,D00,,a Czech road surface with longitudinal crack damage,202600309,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0309_formal_train_0802.png,sd3rgda_0309_formal_train_0802.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
310,formal_train_0804,,,356e38d6686f74975256857814780feb9df93b95123044c156b960ada609c33a,9db91bdda90720579f970908a63380ed818f70f56d8c8fad354c90c847e6d16a,train,false,D00,,a Czech road surface with longitudinal crack damage,202600310,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0310_formal_train_0804.png,sd3rgda_0310_formal_train_0804.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
311,formal_train_0805,,,bb0bbd737a8510317e0d06c885cc54687f9e7d4955b38988d15183839fd190a3,24fcab5d9dd3354d9aa6c607dcfaef047754a8b2aa4e176ef529dcc6e35dcb1b,train,false,D00,,a Czech road surface with longitudinal crack damage,202600311,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0311_formal_train_0805.png,sd3rgda_0311_formal_train_0805.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
312,formal_train_0809,,,1eb64b60f106e730f55fe0014c0d0637d4dee958dd023b3358ddcbd58fa44c6f,b62228c5d8fd7d12cf0a6c681c389c6bc51fe11ff0e0c7475a1d69619797e83c,train,false,D00,,a Czech road surface with longitudinal crack and pothole damage,202600312,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0312_formal_train_0809.png,sd3rgda_0312_formal_train_0809.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
313,formal_train_0811,,,c2aa699bd974e428d3930fe533bfe47489e42fc20d7688009a785001731571b0,6e6a5fc9aa52f0770d43b418e91a46e0f475cc63779a185be4ecdc1889f4b613,train,false,D10,,a Czech road surface with transverse crack damage,202600313,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0313_formal_train_0811.png,sd3rgda_0313_formal_train_0811.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
314,formal_train_0812,,,f5acfe9795f31a85104b98fd7e926a80228f2545fe11c7bd54df4554b2ecad11,5b89f0d9ab0192b0618c7eef72a6625ab2f2ccf63f2749a238b87e695af2de23,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600314,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0314_formal_train_0812.png,sd3rgda_0314_formal_train_0812.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
315,formal_train_0813,,,fb845a8972a927866bc43b93815bc6e0b52b3bcd96a90afdb80a4908ae42bb54,13a89e614fdb710a3d63b77155a3279c75c1512785118787b63f45252d2673c0,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600315,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0315_formal_train_0813.png,sd3rgda_0315_formal_train_0813.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
316,formal_train_0817,,,e340920729487675ad3048bbc21215d0c85b032f8ba199a879e5fab4decffd9d,59bd1cb1619aab056728f2a649affdfbdd23447b2ca50809dc4575fa1d63711c,train,false,D10,,a Czech road surface with transverse crack damage,202600316,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0316_formal_train_0817.png,sd3rgda_0316_formal_train_0817.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
317,formal_train_0818,,,5595a3af0e042a0a52b818bd09023fd8616ac085345082c16cb35d5c6dd2d01a,fe562f7546a3fd2f070ff507a1d8118dbd872214103e79e6ef7b23943b9c15a3,train,false,D00,,a Czech road surface with longitudinal crack damage,202600317,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0317_formal_train_0818.png,sd3rgda_0317_formal_train_0818.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
318,formal_train_0819,,,2a8136994d37eb2aec3eb08e5da92995c1fcf501390f02e7f84d109220d546bc,bb2d8bf0dc20618c5eb16de6cc8ad8afc580b56d3b69ee714a554474e073c003,train,false,D00,,a Czech road surface with longitudinal crack damage,202600318,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0318_formal_train_0819.png,sd3rgda_0318_formal_train_0819.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
319,formal_train_0820,,,d0a0472cb7b296297634bd79f2c5c42f53c5cde23075353be86c59d0164be13d,75b227030ae574b597a3edbf524e6fff57c09fa634a74c0ef8e92be2bdecf7b6,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600319,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0319_formal_train_0820.png,sd3rgda_0319_formal_train_0820.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
320,formal_train_0822,,,6919480004de6e2d0b8112eed41075d0759ed136e204c9903c3ca64e1f785f9c,f8c126c0f0d8eb2fae8c7a5cac0cbd3bafa86e20746b26aed71d6e6f3ed0d9c6,train,false,D00,,a Czech road surface with longitudinal crack damage,202600320,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0320_formal_train_0822.png,sd3rgda_0320_formal_train_0822.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
321,formal_train_0826,,,97b289ac78fd6395398d4bd407da2c67268ca37731865b1601eae95eaaf1ec41,5108e6602461c786811ded948647a083337f031ca443587a5ef8459c3b9046c1,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600321,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0321_formal_train_0826.png,sd3rgda_0321_formal_train_0826.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
322,formal_train_0828,,,43b54d1a974ac95b680505f28276437f78fc48075af8d1229d01cb7c6bce29ce,756e14ccac9ca4048b19c9f69f1ecddce1ac4cadc7a0c4f7fcc551335f94966a,train,false,D10,,a Czech road surface with transverse crack damage,202600322,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0322_formal_train_0828.png,sd3rgda_0322_formal_train_0828.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
323,formal_train_0834,,,fc83363294cc83dcbd91426db7a31fe2222a6001817c681bae66efd3ef076d5c,37dfcb9ad17cf899c96f57e223485df80ba6c992dad7048bb7457c6d43a9c6fc,train,false,D10,,a Czech road surface with transverse crack damage,202600323,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0323_formal_train_0834.png,sd3rgda_0323_formal_train_0834.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
324,formal_train_0835,,,5538148b58b378bfc12eaa36f6d68e7ff7157c5296bcabba4fc70cb27e21f860,3ba39e89b9f387e177a276366c72cb5e8ff6cfc37d30dba4df40cb9771795abb,train,false,D10,,a Czech road surface with transverse crack damage,202600324,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0324_formal_train_0835.png,sd3rgda_0324_formal_train_0835.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
325,formal_train_0837,,,1110fe38f57c6bfdbbeeb7fa4c3eb6a6399c0348c3520c22a8b92b732db9d62a,96437070147fb6a975cf4b75a5c0dbb12aafb60529e436dbeb2b01cf00d1de3f,train,false,D00,,a Czech road surface with longitudinal crack damage,202600325,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0325_formal_train_0837.png,sd3rgda_0325_formal_train_0837.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
326,formal_train_0843,,,25efab49f6bcbf6a6c3de0d349a3123bedab74c3a2ee84466df29367257e36f5,bb5bdecfd8748757a93363e7b036df8f6ef64b10ac29ab8ea801a4f8e4af946e,train,false,D40,,a Czech road surface with pothole damage,202600326,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0326_formal_train_0843.png,sd3rgda_0326_formal_train_0843.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
327,formal_train_0846,,,f85086b80a6f522ccfec1470a178380a5f307a7b5c9174e4edb0e43547282ba3,84ab27cfbf05e0ae38d952d905fa10a746c6a1e4e4a28ea6e40714235a46f106,train,false,D10,,a Czech road surface with transverse crack damage,202600327,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0327_formal_train_0846.png,sd3rgda_0327_formal_train_0846.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
328,formal_train_0847,,,f4763b3d9d92687a72eb62fa9a81f5b87a59cce19a9e72e2d8fed6965757f35b,1004654c865576b4a62047b70c14a86cf2122d5018e83dfb05bee1596e561162,train,false,D00,,a Czech road surface with longitudinal crack damage,202600328,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0328_formal_train_0847.png,sd3rgda_0328_formal_train_0847.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
329,formal_train_0850,,,37a880526e259c37adbc3967b100278945470c635abbc3cb20341e797a97272d,ad61db07ffc65423320213ce272765ca723b9c02ad536ee81e7570dbf0a6a147,train,false,D00,,a Czech road surface with longitudinal crack damage,202600329,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0329_formal_train_0850.png,sd3rgda_0329_formal_train_0850.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
330,formal_train_0853,,,2688da73ddea53ae29532a7bc1c9de0eb275f263afb1693c4ff4d900b762dcd9,517ef214ea3ac1a706928781938ba0e1c9c1962448ed0c03b0cd6431df3ae820,train,false,D00,,a Czech road surface with longitudinal crack damage,202600330,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0330_formal_train_0853.png,sd3rgda_0330_formal_train_0853.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
331,formal_train_0854,,,f0edec606361ff110d296689105a31db230d14ae69fba0af37e4dc79f6836d7e,c3127942a5fb47ff3290d1c19ca1aebd6ca649cd4ae4796d58efd628a3667e3e,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600331,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0331_formal_train_0854.png,sd3rgda_0331_formal_train_0854.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
332,formal_train_0858,,,e42afde6329d1f7df74ff568b595f98843df112df17f9d3b579c52a81238b432,f14aaeaf3128f931f5ca76d1697a7ebfaf6cb8ddb623a1c9c5b1584ac085b81c,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600332,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0332_formal_train_0858.png,sd3rgda_0332_formal_train_0858.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
333,formal_train_0863,,,8c6fa7cc082684b6b0dd89df46f268fa38feae1b243853844f30e5ff824e6969,39c20330f90779ef749b8896f495c1d68d0f274ac568ec5a5639f6ab9815edcf,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600333,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0333_formal_train_0863.png,sd3rgda_0333_formal_train_0863.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
334,formal_train_0871,,,f2f21e4079dbb4e0c33cafeebd105516fa6f50f5b0d883dbc4dd052509448b08,6bd71c4741910073389b9af8c999e65b3303afdaaf863018f25a38eccf2afb9f,train,false,D00,,a Czech road surface with longitudinal crack damage,202600334,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0334_formal_train_0871.png,sd3rgda_0334_formal_train_0871.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
335,formal_train_0876,,,fafc29fa6f3bb44f6016a780de767d6fb7124ed92b3d6c1243698c987ddd3fe0,b3d876f6c8b7484f21bd086ab0f824d1bd7ef49b47da0ce02a3fb4d0c2ec45d4,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600335,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0335_formal_train_0876.png,sd3rgda_0335_formal_train_0876.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
336,formal_train_0877,,,ffcedd1d2aad57b7c3db9ef36dab32b8b94cd360ec249602244dd6dc310c4b71,9048023d228241a31d4a82dc2b833269fb6680aeda2c6cd410c46f7b86a364e7,train,false,D00,,a Czech road surface with longitudinal crack and alligator crack damage,202600336,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0336_formal_train_0877.png,sd3rgda_0336_formal_train_0877.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
337,formal_train_0880,,,ce01614ddebe33e60050667521b4e538f13dec28c1d33fd3a5a6949b28e1ee36,c7288eb142fce9bf2213a656d0b35bb49fe1215a9be7d81e98c3b8a7b785ee36,train,false,D00,,a Czech road surface with longitudinal crack damage,202600337,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0337_formal_train_0880.png,sd3rgda_0337_formal_train_0880.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
338,formal_train_0883,,,d340b1c9aa6028631204f0a60f441d773e9226cec2656755e54051e9552152d6,5c58983ed82924feaa901124224c1d4aebeb0087477f4bf208edfeafe1914b44,train,false,D00,,a Czech road surface with longitudinal crack damage,202600338,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0338_formal_train_0883.png,sd3rgda_0338_formal_train_0883.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
339,formal_train_0884,,,46d43d088aac1cc174c21e00d22fbed954307a9c771e267e4a551e3ac89e26c9,62b7b1f9c25e1f696978b30937b2968c13d03e25bfcb310e52a040a4d1a0adf1,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600339,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0339_formal_train_0884.png,sd3rgda_0339_formal_train_0884.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
340,formal_train_0886,,,91ef536782d2c46821110b9c023187705ef033b24d804c023d97fdab95acfa83,4020bba20fbba09f642dddad3453acfd2a528e6d26ded93523f332e73337bb9b,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600340,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0340_formal_train_0886.png,sd3rgda_0340_formal_train_0886.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
341,formal_train_0888,,,4962f6925e46dad2e3e17baf888b1b9dc4ff7621fe081fc92d96dd0c456a840d,5acdf9d3fdaa1d725733ef42137ec9435e8f707474ac756b86ca67b284a25c5b,train,false,D00,,a Czech road surface with longitudinal crack and alligator crack damage,202600341,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0341_formal_train_0888.png,sd3rgda_0341_formal_train_0888.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
342,formal_train_0892,,,3256b910025a7b628cb57020d963b31bd7f150a0b43d9b0890337bc504374532,595376319b4eee27a506ed0a8f4d7cb067564f56f59f6d9fa4e3dcb98b991844,train,false,D00,,a Czech road surface with longitudinal crack damage,202600342,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0342_formal_train_0892.png,sd3rgda_0342_formal_train_0892.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
343,formal_train_0893,,,d7522827baafee54e337947b371c74acd87edffecefed4b964655e6fb66c591a,4de37b41d628040096c102ac964ec794e6649b647ef2d847d396ab6b685e161a,train,false,D00,,a Czech road surface with longitudinal crack damage,202600343,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0343_formal_train_0893.png,sd3rgda_0343_formal_train_0893.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
344,formal_train_0899,,,77f2e0c6cb1a547177115fb91a427a61be1792acd368133d997ff598fc519b56,cfe9d3dae9b355ec09a80241ee97b3bc9e2a10c958fd1dd2599c223bb2091911,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600344,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0344_formal_train_0899.png,sd3rgda_0344_formal_train_0899.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
345,formal_train_0900,,,6663f2e40d91be8e2b0a1d15ab9a5b234f7264eed4a7ed2a81bee40f3d4e63fa,6d8bd4a38404dd7a0b2b8d11d3ceeebefd357c955d69a60d4acfb0ead1480e26,train,false,D00,,a Czech road surface with longitudinal crack damage,202600345,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0345_formal_train_0900.png,sd3rgda_0345_formal_train_0900.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
346,formal_train_0903,,,d0adddd518c711375faf231c578bb2525f2e29ba6646b145242d6236ffa42373,66379ab5b2a6bbccbf78106cb3c87324be3023ffafc7ca77fed837962fd2581c,train,false,D00,,a Czech road surface with longitudinal crack damage,202600346,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0346_formal_train_0903.png,sd3rgda_0346_formal_train_0903.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
347,formal_train_0906,,,946b94a02b8cbb8ebbca37e9cda403ac65069a05234a563a534f7c15be68f129,63c364b500d57fd15c56a1d257b8cc07d83f8e97f09ef19de7a84f7481f165e9,train,false,D00,,a Czech road surface with longitudinal crack damage,202600347,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0347_formal_train_0906.png,sd3rgda_0347_formal_train_0906.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
348,formal_train_0907,,,af842d0f7c125109023d909859ab9a4e9571268065c8aea780b729c86cb585d9,066d86fe3ac690da34583dd798b8e7cb4e5211d363f8b5d11b3ef514e8171fc9,train,false,D00,,a Czech road surface with longitudinal crack damage,202600348,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0348_formal_train_0907.png,sd3rgda_0348_formal_train_0907.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
349,formal_train_0908,,,1b23d9c88fb26199c0e3a628c8d0bd2de5e578d5205a6479a50ef6532c5397e1,cedb3acce5613b50fadd40834ebe6602d0c69e1794234a0573af6abdd8d81534,train,false,D10,,a Czech road surface with transverse crack damage,202600349,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0349_formal_train_0908.png,sd3rgda_0349_formal_train_0908.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
350,formal_train_0914,,,8144e42f31a878fae2a8395d9a2f1368298b87c1ec6656f4e884039fd25d668b,8401be39ee1619064d084073a97de214a057bb4384783d9651bc4d4ba9c9e5bc,train,false,D10,,a Czech road surface with transverse crack and alligator crack damage,202600350,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0350_formal_train_0914.png,sd3rgda_0350_formal_train_0914.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
351,formal_train_0916,,,5b3e271e326416b4cd007ccbd5a9a586348c551ce8b1403ae6c83854e1256ba4,54c38f656671c30551c064d0820211a81516de8410aa5197d746d3c77b6d3fc3,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600351,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0351_formal_train_0916.png,sd3rgda_0351_formal_train_0916.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
352,formal_train_0919,,,a723543c2f6111838e6d45a8c2299b0949e7157264fdd57e9dd38a1aa73b4bb5,5e0085e7bdeccc19dcc2495a86b4d8031bb6739824795e592587d1b9dd0fb9b3,train,false,D00,,a Czech road surface with longitudinal crack and alligator crack damage,202600352,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0352_formal_train_0919.png,sd3rgda_0352_formal_train_0919.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
353,formal_train_0920,,,ea2042f6dddf8e0112b9b36577e3ff3e55425f43cd17c2864e40acb97305a6fd,b5c5faaf235378e61ba312ecbf2f3ea9c277ece290660b92cf82923ddb3a0491,train,false,D00,,a Czech road surface with longitudinal crack damage,202600353,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0353_formal_train_0920.png,sd3rgda_0353_formal_train_0920.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
354,formal_train_0923,,,2454e44246aa778d9484169dbab86aa04392a75ca888ccc2ee8e47f33371eaed,66c7f1203bf58e1c2b0806e138b0a7efdc90f637b755d1696bd6ffd48cb3a28b,train,false,D10,,a Czech road surface with transverse crack damage,202600354,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0354_formal_train_0923.png,sd3rgda_0354_formal_train_0923.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
